"index","year","first_name","sex","num"
"175","1921","Carl","M","7077"
"176","1921","Earl","M","6754"
"177","1921","Roy","M","6545"
"178","1921","Fred","M","6495"
"179","1921","Willie","M","6490"
"180","1921","Francis","M","6293"
"181","1921","Joe","M","6204"
"182","1921","Lawrence","M","5977"
"183","1921","Ernest","M","5697"
"184","1921","Leonard","M","5651"
"185","1921","Anthony","M","5239"
"186","1921","Stanley","M","5232"
"187","1921","Herbert","M","5217"
"188","1922","Mary","F","72176"
"189","1922","Dorothy","F","37715"
"190","1922","Helen","F","32509"
"191","1922","Margaret","F","26863"
"192","1922","Ruth","F","23631"
"193","1922","Betty","F","20895"
"194","1922","Virginia","F","19146"
"195","1922","Mildred","F","16412"
"196","1922","Elizabeth","F","15243"
"197","1922","Frances","F","15053"
"198","1922","Doris","F","13798"
"199","1922","Anna","F","13408"
"200","1922","Evelyn","F","13318"
"201","1922","Marie","F","11912"
"202","1922","Alice","F","11277"
"203","1922","Marjorie","F","10385"
"204","1922","Irene","F","10173"
"205","1922","Florence","F","10035"
"206","1922","Lillian","F","9429"
"207","1922","Jean","F","9109"
"208","1922","Martha","F","9021"
"209","1922","Louise","F","8886"
"210","1922","Rose","F","8790"
"211","1922","Catherine","F","8537"
"212","1922","Gladys","F","8042"
"213","1922","Ruby","F","8003"
"214","1922","Josephine","F","7865"
"215","1922","Eleanor","F","7852"
"216","1922","Edna","F","7622"
"217","1922","Annie","F","7476"
"218","1922","Thelma","F","7254"
"219","1922","Ethel","F","7245"
"220","1922","Lucille","F","7150"
"221","1922","Edith","F","7136"
"222","1922","Lois","F","6946"
"223","1922","Pauline","F","6811"
"224","1922","Hazel","F","6758"
"225","1922","Grace","F","6743"
"226","1922","Shirley","F","6408"
"227","1922","Barbara","F","6272"
"228","1922","Bernice","F","5912"
"229","1922","Marion","F","5667"
"230","1922","Beatrice","F","5476"
"231","1922","Esther","F","5474"
"232","1922","June","F","5382"
"233","1922","Norma","F","5238"
"234","1922","Clara","F","5126"
"235","1922","Gertrude","F","5082"
"236","1922","Ann","F","5054"
"237","1922","Emma","F","5013"
"238","1922","John","M","57280"
"239","1922","Robert","M","53793"
"240","1922","William","M","51112"
"241","1922","James","M","49802"
"242","1922","Charles","M","28841"
"243","1922","George","M","27350"
"244","1922","Joseph","M","25698"
"245","1922","Edward","M","20419"
"246","1922","Richard","M","17537"
"247","1922","Frank","M","16013"
"248","1922","Thomas","M","15263"
"249","1922","Donald","M","14914"
"250","1922","Harold","M","13593"
"251","1922","Paul","M","12924"
"252","1922","Walter","M","12632"
"253","1922","Raymond","M","12128"
"254","1922","Henry","M","11207"
"255","1922","Jack","M","10847"
"256","1922","Arthur","M","10115"
"257","1922","Albert","M","9896"
"258","1922","Kenneth","M","9257"
"259","1922","Harry","M","9078"
"260","1922","Ralph","M","8484"
"261","1922","David","M","7866"
"262","1922","Eugene","M","7849"
"263","1922","Howard","M","7296"
"264","1922","Louis","M","7095"
"265","1922","Willie","M","6904"
"266","1922","Clarence","M","6861"
"267","1922","Carl","M","6691"
"268","1922","Earl","M","6461"
"269","1922","Roy","M","6458"
"270","1922","Fred","M","6245"
"271","1922","Francis","M","6148"
"272","1922","Joe","M","6089"
"273","1922","Lawrence","M","5786"
"274","1922","Ernest","M","5503"
"275","1922","Leonard","M","5407"
"276","1922","Anthony","M","5092"
"277","1922","Herbert","M","5047"
"278","1922","Stanley","M","5045"
"279","1923","Mary","F","71635"
"280","1923","Dorothy","F","39043"
"281","1923","Helen","F","31487"
"282","1923","Margaret","F","26133"
"283","1923","Betty","F","25991"
"284","1923","Ruth","F","23638"
"285","1923","Virginia","F","18326"
"286","1923","Mildred","F","15990"
"287","1923","Elizabeth","F","15461"
"288","1923","Frances","F","14880"
"289","1923","Doris","F","14610"
"290","1923","Evelyn","F","13175"
"291","1923","Anna","F","12864"
"292","1923","Marie","F","11512"
"293","1923","Alice","F","11331"
"294","1923","Marjorie","F","10220"
"295","1923","Irene","F","10053"
"296","1923","Florence","F","9746"
"297","1923","Jean","F","9511"
"298","1923","Lillian","F","9328"
"299","1923","Martha","F","8962"
"300","1923","Louise","F","8882"
"301","1923","Rose","F","8440"
"302","1923","Catherine","F","8438"
"303","1923","Ruby","F","8232"
"304","1923","Shirley","F","7918"
"305","1923","Lois","F","7814"
"306","1923","Eleanor","F","7772"
"307","1923","Gladys","F","7695"
"308","1923","Josephine","F","7559"
"309","1923","Thelma","F","7379"
"310","1923","Edna","F","7299"
"311","1923","Barbara","F","7209"
"312","1923","Annie","F","7095"
"313","1923","Lucille","F","6914"
"314","1923","Edith","F","6835"
"315","1923","Pauline","F","6707"
"316","1923","Ethel","F","6541"
"317","1923","Grace","F","6316"
"318","1923","Hazel","F","6245"
"319","1923","Norma","F","5885"
"320","1923","June","F","5810"
"321","1923","Bernice","F","5808"
"322","1923","Marion","F","5711"
"323","1923","Phyllis","F","5476"
"324","1923","Beatrice","F","5464"
"325","1923","Esther","F","5315"
"326","1923","Gloria","F","5310"
"327","1923","Clara","F","5134"
"328","1923","Rita","F","5095"
"329","1923","Juanita","F","5048"
"330","1923","Ann","F","5022"
"331","1923","John","M","57469"
"332","1923","Robert","M","56115"
"333","1923","William","M","52137"
"334","1923","James","M","50464"
"335","1923","Charles","M","28962"
"336","1923","George","M","27023"
"337","1923","Joseph","M","25562"
"338","1923","Edward","M","20597"
"339","1923","Richard","M","18886"
"340","1923","Donald","M","16433"
"341","1923","Frank","M","15905"
"342","1923","Thomas","M","15884"
"343","1923","Harold","M","13875"
"344","1923","Paul","M","13362"
"345","1923","Raymond","M","12462"
"346","1923","Walter","M","12432"
"347","1923","Jack","M","11191"
"348","1923","Henry","M","11067"
"349","1923","Arthur","M","9923"
"350","1923","Albert","M","9825"
"351","1923","Kenneth","M","9734"
"352","1923","Harry","M","9262"
"353","1923","Ralph","M","8630"
"354","1923","David","M","8230"
"355","1923","Eugene","M","7947"
"356","1923","Howard","M","7158"
"357","1923","Louis","M","7076"
"358","1923","Carl","M","6871"
"359","1923","Clarence","M","6801"
"360","1923","Willie","M","6664"
"361","1923","Earl","M","6339"
"362","1923","Roy","M","6317"
"363","1923","Fred","M","6314"
"364","1923","Francis","M","6087"
"365","1923","Joe","M","6004"
"366","1923","Lawrence","M","5913"
"367","1923","Leonard","M","5486"
"368","1923","Ernest","M","5372"
"369","1923","Anthony","M","5120"
"370","1923","Herbert","M","5072"
"371","1923","Stanley","M","5035"
"372","1923","Alfred","M","5005"
"373","1924","Mary","F","73536"
"374","1924","Dorothy","F","39999"
"375","1924","Helen","F","31193"
"376","1924","Betty","F","30600"
"377","1924","Margaret","F","26548"
"378","1924","Ruth","F","23600"
"379","1924","Virginia","F","18622"
"380","1924","Mildred","F","15853"
"381","1924","Doris","F","15786"
"382","1924","Frances","F","15183"
"383","1924","Elizabeth","F","14950"
"384","1924","Evelyn","F","13358"
"385","1924","Anna","F","13077"
"386","1924","Marie","F","11577"
"387","1924","Alice","F","11537"
"388","1924","Jean","F","10723"
"389","1924","Marjorie","F","10069"
"390","1924","Irene","F","9928"
"391","1924","Shirley","F","9490"
"392","1924","Florence","F","9472"
"393","1924","Martha","F","9319"
"394","1924","Lois","F","9299"
"395","1924","Lillian","F","9100"
"396","1924","Louise","F","8854"
"397","1924","Rose","F","8480"
"398","1924","Ruby","F","8406"
"399","1924","Catherine","F","8363"
"400","1924","Barbara","F","8305"
"401","1924","Eleanor","F","8193"
"402","1924","Gladys","F","7790"
"403","1924","Edna","F","7408"
"404","1924","Annie","F","7350"
"405","1924","Thelma","F","7316"
"406","1924","Josephine","F","7274"
"407","1924","Patricia","F","6958"
"408","1924","Edith","F","6891"
"409","1924","Lucille","F","6744"
"410","1924","Pauline","F","6722"
"411","1924","Ethel","F","6585"
"412","1924","Norma","F","6542"
"413","1924","Gloria","F","6534"
"414","1924","Hazel","F","6342"
"415","1924","Grace","F","6329"
"416","1924","Phyllis","F","6267"
"417","1924","June","F","6150"
"418","1924","Marion","F","6047"
"419","1924","Bernice","F","6033"
"420","1924","Juanita","F","5404"
"421","1924","Rita","F","5381"
"422","1924","Beatrice","F","5271"
"423","1924","Esther","F","5257"
"424","1924","Lorraine","F","5109"
"425","1924","Jane","F","5104"
"426","1924","Sarah","F","5045"
"427","1924","Ann","F","5035"
"428","1924","Robert","M","60801"
"429","1924","John","M","59054"
"430","1924","William","M","53509"
"431","1924","James","M","52940"
"432","1924","Charles","M","30462"
"433","1924","George","M","27377"
"434","1924","Joseph","M","25422"
"435","1924","Richard","M","21245"
"436","1924","Edward","M","21127"
"437","1924","Donald","M","17929"
"438","1924","Thomas","M","16555"
"439","1924","Frank","M","16041"
"440","1924","Harold","M","14150"
"441","1924","Paul","M","13338"
"442","1924","Raymond","M","12871"
"443","1924","Walter","M","12696"
"444","1924","Jack","M","11922"
"445","1924","Henry","M","11197"
"446","1924","Kenneth","M","10355"
"447","1924","Arthur","M","10172"
"448","1924","Albert","M","9880"
"449","1924","Harry","M","9113"
"450","1924","Ralph","M","8767"
"451","1924","David","M","8759"
"452","1924","Eugene","M","8348"
"453","1924","Howard","M","7372"
"454","1924","Carl","M","7084"
"455","1924","Louis","M","7043"
"456","1924","Clarence","M","6895"
"457","1924","Willie","M","6701"
"458","1924","Roy","M","6557"
"459","1924","Fred","M","6534"
"460","1924","Earl","M","6530"
"461","1924","Francis","M","6131"
"462","1924","Joe","M","6044"
"463","1924","Lawrence","M","5775"
"464","1924","Ernest","M","5684"
"465","1924","Leonard","M","5601"
"466","1924","Anthony","M","5192"
"467","1924","Stanley","M","5187"
"468","1924","Herbert","M","5121"
"469","1924","Norman","M","5045"
"470","1925","Mary","F","70586"
"471","1925","Dorothy","F","38570"
"472","1925","Betty","F","32814"
"473","1925","Helen","F","29173"
"474","1925","Margaret","F","24463"
"475","1925","Ruth","F","22247"
"476","1925","Virginia","F","17491"
"477","1925","Doris","F","16076"
"478","1925","Mildred","F","14453"
"479","1925","Elizabeth","F","13936"
"480","1925","Frances","F","13824"
"481","1925","Evelyn","F","12504"
"482","1925","Anna","F","12251"
"483","1925","Jean","F","11598"
"484","1925","Alice","F","11575"
"485","1925","Marie","F","10929"
"486","1925","Shirley","F","10513"
"487","1925","Lois","F","9573"
"488","1925","Irene","F","9441"
"489","1925","Gloria","F","9381"
"490","1925","Marjorie","F","9307"
"491","1925","Barbara","F","9156"
"492","1925","Martha","F","8764"
"493","1925","Florence","F","8585"
"494","1925","Lillian","F","8352"
"495","1925","Rose","F","8280"
"496","1925","Louise","F","8275"
"497","1925","Patricia","F","8095"
"498","1925","Catherine","F","7867"
"499","1925","Ruby","F","7843"
"500","1925","Eleanor","F","7724"
"501","1925","Annie","F","7350"
"502","1925","Gladys","F","7231"
"503","1925","Norma","F","6941"
"504","1925","Thelma","F","6823"
"505","1925","Josephine","F","6809"
"506","1925","Edna","F","6782"
"507","1925","Pauline","F","6729"
"508","1925","June","F","6649"
"509","1925","Phyllis","F","6485"
"510","1925","Lucille","F","6397"
"511","1925","Edith","F","6275"
"512","1925","Ethel","F","6174"
"513","1925","Grace","F","5984"
"514","1925","Hazel","F","5779"
"515","1925","Bernice","F","5728"
"516","1925","Marion","F","5576"
"517","1925","Rita","F","5323"
"518","1925","Juanita","F","5233"
"519","1925","Robert","M","60897"
"520","1925","John","M","57200"
"521","1925","William","M","53307"
"522","1925","James","M","52683"
"523","1925","Charles","M","29581"
"524","1925","George","M","26560"
"525","1925","Joseph","M","24616"
"526","1925","Richard","M","23269"
"527","1925","Edward","M","20089"
"528","1925","Donald","M","19192"
"529","1925","Thomas","M","16689"
"530","1925","Frank","M","15328"
"531","1925","Paul","M","14176"
"532","1925","Harold","M","13597"
"533","1925","Raymond","M","12444"
"534","1925","Walter","M","12131"
"535","1925","Jack","M","12010"
"536","1925","Henry","M","10615"
"537","1925","Kenneth","M","10146"
"538","1925","Arthur","M","9986"
"539","1925","Albert","M","9513"
"540","1925","David","M","8917"
"541","1925","Harry","M","8610"
"542","1925","Eugene","M","8516"
"543","1925","Ralph","M","8467"
"544","1925","Howard","M","7169"
"545","1925","Willie","M","7124"
"546","1925","Carl","M","7060"
"547","1925","Louis","M","6799"
"548","1925","Clarence","M","6669"
"549","1925","Earl","M","6435"
